experiment_id,timestamp,record_type,fold,git_commit,git_dirty,source_tree_sha256,source_manifest_path,config_path,config_sha256,feature_version,feature_manifest_sha256,model,model_params,train_period,val_period,seed,ic_mean,ic_std,icir,ic_positive_ratio,annual_excess,top1_annual_ret,mean_turnover,final_score,final_score_std,final_score_worst,artifact_manifest_path,artifact_manifest_sha256,artifact_paths,notes,record_sha256
p13_advanced_features_v1,2026-09-10T14:07:01+08:00,artifact,not_applicable,UNBORN,True,33A42426258C840E5F0A590699A0B392938D37A65C2C7A108546C952EDBE8E66,D:\codex\fintechathon2026\experiments\manifests\source_33A42426258C.json,D:\codex\fintechathon2026\experiments\configs\phase13_advanced_13DD152AA203.yaml,13DD152AA203F10C8FB80BEC760541B468F7B187C37C9D0A6A9B9A994E8C0762,advanced_features_v1,C294F0197E4B91765F85B66F0EF74874DAFEA2EC6FB45F69C5F4F2B8C38AF473,feature_build_only_no_model,"{""feature_count"":32,""warmup_days"":250}",20180102-20241231,not_applicable,42,,,,,,,,,,,D:\codex\fintechathon2026\experiments\manifests\phase13_artifacts_DA8505FE4EA8.json,DA8505FE4EA8643826B65B9415D89B60B3C4F0BCBCD86A38CC51ADE43168BA4E,"[""D:\\codex\\fintechathon2026\\data\\processed\\advanced_features_v1_train_by_year"",""D:\\codex\\fintechathon2026\\data\\processed\\advanced_features_v1_test_by_year"",""D:\\codex\\fintechathon2026\\reports\\tables\\phase13_advanced_feature_dictionary.csv""]",causal_incremental_features_no_label_screening_no_model_training,0A39A470DBD2F5F385DE35D75E047AEDE6BA958117F0A4C7B5B2B3F9C9744B00
p14_feature_screening_v1,2026-09-10T14:34:30+08:00,artifact,screen_2018_2021_holdout_2022_2024,UNBORN,True,7F866AB3CF2E1779849D2A13DEF58BC475004407C9B7BC9BA633A97521E500B7,D:\codex\fintechathon2026\experiments\manifests\source_7F866AB3CF2E.json,D:\codex\fintechathon2026\experiments\configs\phase14_screening_D0632C6802E3.yaml,D0632C6802E336DAB18A5E9CBB6382B213D5644624582AFDA2E2089357B14AAC,advanced_features_v1,C294F0197E4B91765F85B66F0EF74874DAFEA2EC6FB45F69C5F4F2B8C38AF473,feature_screening_and_rank_composite_ablation_no_predictive_model,"{""max_abs_rank_correlation"":0.9,""max_selected_per_family"":2,""max_selected_total"":16,""min_abs_ic_mean"":0.01,""min_abs_icir"":0.1,""min_aligned_positive_ratio"":0.52,""min_consistent_screen_years"":3,""min_coverage"":0.75}",20180102-20211231,2022|2023|2024,42,,,,,,,,,,,D:\codex\fintechathon2026\experiments\manifests\phase14_artifacts_A2F4BF9C48E9.json,A2F4BF9C48E97EFCD3C1C2940F07ECBD92059E6F9E353C4EFDF680AF0723AFD6,"[""D:\\codex\\fintechathon2026\\reports\\tables\\phase14_feature_daily_metrics.parquet"",""D:\\codex\\fintechathon2026\\reports\\tables\\phase14_feature_summary.csv"",""D:\\codex\\fintechathon2026\\reports\\tables\\phase14_feature_by_year.csv"",""D:\\codex\\fintechathon2026\\reports\\tables\\phase14_feature_by_regime.csv"",""D:\\codex\\fintechathon2026\\reports\\tables\\phase14_rank_correlation.csv"",""D:\\codex\\fintechathon2026\\reports\\tables\\phase14_family_ablation.csv"",""D:\\codex\\fintechathon2026\\reports\\tables\\phase14_selected_features.json""]",holdout_not_used_for_selection_proxy_not_final_model_performance_no_test_data,F34913010FF932062BAA9381CC327043FB2B8211774CA0C99AFC94D5D4633DEF
p15_atr_full_raw_v1,2026-09-10T16:52:05+08:00,fold,fold_2022,UNBORN,True,5E76AC53BB499A831AFBF99D002E1F0332FE4B816C6C42033DABAE02F8C788D8,D:\codex\fintechathon2026\experiments\manifests\source_5E76AC53BB49.json,D:\codex\fintechathon2026\experiments\configs\phase15_stability_16A86B038E9C.yaml,16A86B038E9C03CB59D9B9928A910E48FADF0C93E31C0300BC990AF6A8192093,model_view_v2_atr_rank,003E53AFEABCAF17B09384B8F15CBDA106D1A64E834E959D5B840598D78DC1E9,lightgbm_lambdarank_atr_full_expanding_raw,"{""advanced_features"":[""atr_norm_14"",""atr_norm_28""],""alpha"":0.5,""exit_fraction"":0.15,""num_boost_round"":100,""ranking"":{""bagging_fraction"":0.8,""bagging_freq"":1,""bagging_seed"":42,""data_random_seed"":42,""deterministic"":true,""feature_fraction"":0.8,""feature_fraction_seed"":42,""force_col_wise"":true,""label_gain"":[0,1,2,3,4,5,6,7,8,9],""lambdarank_norm"":true,""lambdarank_truncation_level"":500,""learning_rate"":0.05,""max_bin"":63,""metric"":""None"",""min_data_in_leaf"":1000,""num_leaves"":31,""num_threads"":4,""objective"":""lambdarank"",""seed"":42,""verbosity"":-1},""window_years"":null}",20180102-20211230,2022,42,0.10970897387483157,0.09729579635078645,1.1275818482361883,0.871900826446281,0.42984601855278015,0.29871779680252075,0.20227086803166017,0.4121561436469653,,,D:\codex\fintechathon2026\experiments\manifests\phase15_artifacts_4E918E8398A4.json,4E918E8398A4F448382CA7DA5C5AA2219CC16CF232422E3E821D136F72DEE925,"[""D:\\codex\\fintechathon2026\\models\\phase15_stability\\full_expanding\\fold_2022\\ranker_raw_oof.parquet"",""D:\\codex\\fintechathon2026\\models\\phase15_stability\\full_expanding\\fold_2022\\lambdarank_model.txt""]",window_stability_same_validation_no_test_data,B42DF14D26CF66FFAF29FF81E710ABAE45095B6D9B3469746C4FF8D8B02F9F41
p15_atr_full_raw_v1,2026-09-10T16:52:05+08:00,fold,fold_2023,UNBORN,True,5E76AC53BB499A831AFBF99D002E1F0332FE4B816C6C42033DABAE02F8C788D8,D:\codex\fintechathon2026\experiments\manifests\source_5E76AC53BB49.json,D:\codex\fintechathon2026\experiments\configs\phase15_stability_16A86B038E9C.yaml,16A86B038E9C03CB59D9B9928A910E48FADF0C93E31C0300BC990AF6A8192093,model_view_v2_atr_rank,003E53AFEABCAF17B09384B8F15CBDA106D1A64E834E959D5B840598D78DC1E9,lightgbm_lambdarank_atr_full_expanding_raw,"{""advanced_features"":[""atr_norm_14"",""atr_norm_28""],""alpha"":0.5,""exit_fraction"":0.15,""num_boost_round"":100,""ranking"":{""bagging_fraction"":0.8,""bagging_freq"":1,""bagging_seed"":42,""data_random_seed"":42,""deterministic"":true,""feature_fraction"":0.8,""feature_fraction_seed"":42,""force_col_wise"":true,""label_gain"":[0,1,2,3,4,5,6,7,8,9],""lambdarank_norm"":true,""lambdarank_truncation_level"":500,""learning_rate"":0.05,""max_bin"":63,""metric"":""None"",""min_data_in_leaf"":1000,""num_leaves"":31,""num_threads"":4,""objective"":""lambdarank"",""seed"":42,""verbosity"":-1},""window_years"":null}",20180102-20221229,2023,42,0.11039362347077321,0.10725274623102213,1.0292848188053445,0.8388429752066116,0.32924434542655945,0.34866753220558167,0.44434568854073025,0.30962705092440646,,,D:\codex\fintechathon2026\experiments\manifests\phase15_artifacts_4E918E8398A4.json,4E918E8398A4F448382CA7DA5C5AA2219CC16CF232422E3E821D136F72DEE925,"[""D:\\codex\\fintechathon2026\\models\\phase15_stability\\full_expanding\\fold_2023\\ranker_raw_oof.parquet"",""D:\\codex\\fintechathon2026\\models\\phase15_stability\\full_expanding\\fold_2023\\lambdarank_model.txt""]",window_stability_same_validation_no_test_data,7773D4499FD465E8F23C6325C790496EA06DA3BA384FFDD3BCF3871A09A3D95D
p15_atr_full_raw_v1,2026-09-10T16:52:05+08:00,fold,fold_2024,UNBORN,True,5E76AC53BB499A831AFBF99D002E1F0332FE4B816C6C42033DABAE02F8C788D8,D:\codex\fintechathon2026\experiments\manifests\source_5E76AC53BB49.json,D:\codex\fintechathon2026\experiments\configs\phase15_stability_16A86B038E9C.yaml,16A86B038E9C03CB59D9B9928A910E48FADF0C93E31C0300BC990AF6A8192093,model_view_v2_atr_rank,003E53AFEABCAF17B09384B8F15CBDA106D1A64E834E959D5B840598D78DC1E9,lightgbm_lambdarank_atr_full_expanding_raw,"{""advanced_features"":[""atr_norm_14"",""atr_norm_28""],""alpha"":0.5,""exit_fraction"":0.15,""num_boost_round"":100,""ranking"":{""bagging_fraction"":0.8,""bagging_freq"":1,""bagging_seed"":42,""data_random_seed"":42,""deterministic"":true,""feature_fraction"":0.8,""feature_fraction_seed"":42,""force_col_wise"":true,""label_gain"":[0,1,2,3,4,5,6,7,8,9],""lambdarank_norm"":true,""lambdarank_truncation_level"":500,""learning_rate"":0.05,""max_bin"":63,""metric"":""None"",""min_data_in_leaf"":1000,""num_leaves"":31,""num_threads"":4,""objective"":""lambdarank"",""seed"":42,""verbosity"":-1},""window_years"":null}",20180102-20231228,2024,42,0.10367657482849428,0.14457904321972218,0.7170926886750324,0.78099173553719,0.3058484196662903,0.291803777217865,0.6629118009616599,0.23435161554278683,,,D:\codex\fintechathon2026\experiments\manifests\phase15_artifacts_4E918E8398A4.json,4E918E8398A4F448382CA7DA5C5AA2219CC16CF232422E3E821D136F72DEE925,"[""D:\\codex\\fintechathon2026\\models\\phase15_stability\\full_expanding\\fold_2024\\ranker_raw_oof.parquet"",""D:\\codex\\fintechathon2026\\models\\phase15_stability\\full_expanding\\fold_2024\\lambdarank_model.txt""]",window_stability_same_validation_no_test_data,76D722C337F13CFE543F6911D15206F3D653BA6EF4CB3FDF641F5D1E0AA1FA0B
p15_atr_full_raw_v1,2026-09-10T16:52:05+08:00,summary,all_equal_weight,UNBORN,True,5E76AC53BB499A831AFBF99D002E1F0332FE4B816C6C42033DABAE02F8C788D8,D:\codex\fintechathon2026\experiments\manifests\source_5E76AC53BB49.json,D:\codex\fintechathon2026\experiments\configs\phase15_stability_16A86B038E9C.yaml,16A86B038E9C03CB59D9B9928A910E48FADF0C93E31C0300BC990AF6A8192093,model_view_v2_atr_rank,003E53AFEABCAF17B09384B8F15CBDA106D1A64E834E959D5B840598D78DC1E9,lightgbm_lambdarank_atr_full_expanding_raw,"{""advanced_features"":[""atr_norm_14"",""atr_norm_28""],""alpha"":0.5,""exit_fraction"":0.15,""num_boost_round"":100,""ranking"":{""bagging_fraction"":0.8,""bagging_freq"":1,""bagging_seed"":42,""data_random_seed"":42,""deterministic"":true,""feature_fraction"":0.8,""feature_fraction_seed"":42,""force_col_wise"":true,""label_gain"":[0,1,2,3,4,5,6,7,8,9],""lambdarank_norm"":true,""lambdarank_truncation_level"":500,""learning_rate"":0.05,""max_bin"":63,""metric"":""None"",""min_data_in_leaf"":1000,""num_leaves"":31,""num_threads"":4,""objective"":""lambdarank"",""seed"":42,""verbosity"":-1},""window_years"":null}",full_expanding,2022|2023|2024,42,0.10792639072469969,0.11637586193384358,0.9579864519055219,0.8305785123966941,0.3549795945485433,0.3130630354086558,0.43650945251135015,0.3187116033713862,0.08924970237182217,0.23435161554278683,D:\codex\fintechathon2026\experiments\manifests\phase15_artifacts_4E918E8398A4.json,4E918E8398A4F448382CA7DA5C5AA2219CC16CF232422E3E821D136F72DEE925,"[""D:\\codex\\fintechathon2026\\models\\phase15_stability\\full_expanding"",""D:\\codex\\fintechathon2026\\reports\\tables\\phase15_window_comparison.csv""]",equal_weight_fold_summary_no_test_data,0B11A6706C9C01AE3C05C86D820AFACA935B30921A4BA1479DC39971E192A47D
p15_atr_full_turnover_v1,2026-09-10T16:52:05+08:00,fold,fold_2022,UNBORN,True,5E76AC53BB499A831AFBF99D002E1F0332FE4B816C6C42033DABAE02F8C788D8,D:\codex\fintechathon2026\experiments\manifests\source_5E76AC53BB49.json,D:\codex\fintechathon2026\experiments\configs\phase15_stability_16A86B038E9C.yaml,16A86B038E9C03CB59D9B9928A910E48FADF0C93E31C0300BC990AF6A8192093,model_view_v2_atr_rank,003E53AFEABCAF17B09384B8F15CBDA106D1A64E834E959D5B840598D78DC1E9,lightgbm_lambdarank_atr_full_expanding_turnover,"{""advanced_features"":[""atr_norm_14"",""atr_norm_28""],""alpha"":0.5,""exit_fraction"":0.15,""num_boost_round"":100,""ranking"":{""bagging_fraction"":0.8,""bagging_freq"":1,""bagging_seed"":42,""data_random_seed"":42,""deterministic"":true,""feature_fraction"":0.8,""feature_fraction_seed"":42,""force_col_wise"":true,""label_gain"":[0,1,2,3,4,5,6,7,8,9],""lambdarank_norm"":true,""lambdarank_truncation_level"":500,""learning_rate"":0.05,""max_bin"":63,""metric"":""None"",""min_data_in_leaf"":1000,""num_leaves"":31,""num_threads"":4,""objective"":""lambdarank"",""seed"":42,""verbosity"":-1},""window_years"":null}",20180102-20211230,2022,42,0.10411205670538798,0.1051369087991425,0.9902522139421804,0.8388429752066116,0.381230890750885,0.2501026391983032,0.09329517973567729,0.428025541947182,,,D:\codex\fintechathon2026\experiments\manifests\phase15_artifacts_4E918E8398A4.json,4E918E8398A4F448382CA7DA5C5AA2219CC16CF232422E3E821D136F72DEE925,"[""D:\\codex\\fintechathon2026\\models\\phase15_stability\\full_expanding\\fold_2022\\ranker_turnover_oof.parquet"",""D:\\codex\\fintechathon2026\\models\\phase15_stability\\full_expanding\\fold_2022\\lambdarank_model.txt""]",window_stability_same_validation_no_test_data,2C04FE9AB81FB07936EBBFE7D92D7857F99CEA913ADC25EFDCA47ABEB8CF53C0
p15_atr_full_turnover_v1,2026-09-10T16:52:05+08:00,fold,fold_2023,UNBORN,True,5E76AC53BB499A831AFBF99D002E1F0332FE4B816C6C42033DABAE02F8C788D8,D:\codex\fintechathon2026\experiments\manifests\source_5E76AC53BB49.json,D:\codex\fintechathon2026\experiments\configs\phase15_stability_16A86B038E9C.yaml,16A86B038E9C03CB59D9B9928A910E48FADF0C93E31C0300BC990AF6A8192093,model_view_v2_atr_rank,003E53AFEABCAF17B09384B8F15CBDA106D1A64E834E959D5B840598D78DC1E9,lightgbm_lambdarank_atr_full_expanding_turnover,"{""advanced_features"":[""atr_norm_14"",""atr_norm_28""],""alpha"":0.5,""exit_fraction"":0.15,""num_boost_round"":100,""ranking"":{""bagging_fraction"":0.8,""bagging_freq"":1,""bagging_seed"":42,""data_random_seed"":42,""deterministic"":true,""feature_fraction"":0.8,""feature_fraction_seed"":42,""force_col_wise"":true,""label_gain"":[0,1,2,3,4,5,6,7,8,9],""lambdarank_norm"":true,""lambdarank_truncation_level"":500,""learning_rate"":0.05,""max_bin"":63,""metric"":""None"",""min_data_in_leaf"":1000,""num_leaves"":31,""num_threads"":4,""objective"":""lambdarank"",""seed"":42,""verbosity"":-1},""window_years"":null}",20180102-20221229,2023,42,0.10665796036094057,0.1112018664061704,0.9591382213978946,0.8305785123966942,0.2848195731639862,0.3042427897453308,0.21186991632382737,0.36454808268654,,,D:\codex\fintechathon2026\experiments\manifests\phase15_artifacts_4E918E8398A4.json,4E918E8398A4F448382CA7DA5C5AA2219CC16CF232422E3E821D136F72DEE925,"[""D:\\codex\\fintechathon2026\\models\\phase15_stability\\full_expanding\\fold_2023\\ranker_turnover_oof.parquet"",""D:\\codex\\fintechathon2026\\models\\phase15_stability\\full_expanding\\fold_2023\\lambdarank_model.txt""]",window_stability_same_validation_no_test_data,20E5A8A6E5E57152E443213CE90FD2182DBD51804CD08D754E188DBA462FDE54
p15_atr_full_turnover_v1,2026-09-10T16:52:05+08:00,fold,fold_2024,UNBORN,True,5E76AC53BB499A831AFBF99D002E1F0332FE4B816C6C42033DABAE02F8C788D8,D:\codex\fintechathon2026\experiments\manifests\source_5E76AC53BB49.json,D:\codex\fintechathon2026\experiments\configs\phase15_stability_16A86B038E9C.yaml,16A86B038E9C03CB59D9B9928A910E48FADF0C93E31C0300BC990AF6A8192093,model_view_v2_atr_rank,003E53AFEABCAF17B09384B8F15CBDA106D1A64E834E959D5B840598D78DC1E9,lightgbm_lambdarank_atr_full_expanding_turnover,"{""advanced_features"":[""atr_norm_14"",""atr_norm_28""],""alpha"":0.5,""exit_fraction"":0.15,""num_boost_round"":100,""ranking"":{""bagging_fraction"":0.8,""bagging_freq"":1,""bagging_seed"":42,""data_random_seed"":42,""deterministic"":true,""feature_fraction"":0.8,""feature_fraction_seed"":42,""force_col_wise"":true,""label_gain"":[0,1,2,3,4,5,6,7,8,9],""lambdarank_norm"":true,""lambdarank_truncation_level"":500,""learning_rate"":0.05,""max_bin"":63,""metric"":""None"",""min_data_in_leaf"":1000,""num_leaves"":31,""num_threads"":4,""objective"":""lambdarank"",""seed"":42,""verbosity"":-1},""window_years"":null}",20180102-20231228,2024,42,0.0968848698447277,0.1497730173880767,0.6468779993507737,0.768595041322314,0.21604813635349274,0.20200350880622864,0.34075198861107775,0.30134279226061556,,,D:\codex\fintechathon2026\experiments\manifests\phase15_artifacts_4E918E8398A4.json,4E918E8398A4F448382CA7DA5C5AA2219CC16CF232422E3E821D136F72DEE925,"[""D:\\codex\\fintechathon2026\\models\\phase15_stability\\full_expanding\\fold_2024\\ranker_turnover_oof.parquet"",""D:\\codex\\fintechathon2026\\models\\phase15_stability\\full_expanding\\fold_2024\\lambdarank_model.txt""]",window_stability_same_validation_no_test_data,FF439CAE4143797FE4256F2349C3EA74C970C3A37EE438CFD3FB40A5268AE65A
p15_atr_full_turnover_v1,2026-09-10T16:52:05+08:00,summary,all_equal_weight,UNBORN,True,5E76AC53BB499A831AFBF99D002E1F0332FE4B816C6C42033DABAE02F8C788D8,D:\codex\fintechathon2026\experiments\manifests\source_5E76AC53BB49.json,D:\codex\fintechathon2026\experiments\configs\phase15_stability_16A86B038E9C.yaml,16A86B038E9C03CB59D9B9928A910E48FADF0C93E31C0300BC990AF6A8192093,model_view_v2_atr_rank,003E53AFEABCAF17B09384B8F15CBDA106D1A64E834E959D5B840598D78DC1E9,lightgbm_lambdarank_atr_full_expanding_turnover,"{""advanced_features"":[""atr_norm_14"",""atr_norm_28""],""alpha"":0.5,""exit_fraction"":0.15,""num_boost_round"":100,""ranking"":{""bagging_fraction"":0.8,""bagging_freq"":1,""bagging_seed"":42,""data_random_seed"":42,""deterministic"":true,""feature_fraction"":0.8,""feature_fraction_seed"":42,""force_col_wise"":true,""label_gain"":[0,1,2,3,4,5,6,7,8,9],""lambdarank_norm"":true,""lambdarank_truncation_level"":500,""learning_rate"":0.05,""max_bin"":63,""metric"":""None"",""min_data_in_leaf"":1000,""num_leaves"":31,""num_threads"":4,""objective"":""lambdarank"",""seed"":42,""verbosity"":-1},""window_years"":null}",full_expanding,2022|2023|2024,42,0.10255162897035208,0.12203726419779654,0.8654228115636163,0.8126721763085399,0.29403286675612134,0.25211631258328754,0.21530569489019413,0.36463880563144585,0.06334142357120545,0.30134279226061556,D:\codex\fintechathon2026\experiments\manifests\phase15_artifacts_4E918E8398A4.json,4E918E8398A4F448382CA7DA5C5AA2219CC16CF232422E3E821D136F72DEE925,"[""D:\\codex\\fintechathon2026\\models\\phase15_stability\\full_expanding"",""D:\\codex\\fintechathon2026\\reports\\tables\\phase15_window_comparison.csv""]",equal_weight_fold_summary_no_test_data,1D3EC11E94B919C1A64947843C5E580156457AF80E3536DBE0C98EF5A10513BB
p15_atr_4y_raw_v1,2026-09-10T16:52:05+08:00,fold,fold_2022,UNBORN,True,5E76AC53BB499A831AFBF99D002E1F0332FE4B816C6C42033DABAE02F8C788D8,D:\codex\fintechathon2026\experiments\manifests\source_5E76AC53BB49.json,D:\codex\fintechathon2026\experiments\configs\phase15_stability_16A86B038E9C.yaml,16A86B038E9C03CB59D9B9928A910E48FADF0C93E31C0300BC990AF6A8192093,model_view_v2_atr_rank,003E53AFEABCAF17B09384B8F15CBDA106D1A64E834E959D5B840598D78DC1E9,lightgbm_lambdarank_atr_trailing_4y_raw,"{""advanced_features"":[""atr_norm_14"",""atr_norm_28""],""alpha"":0.5,""exit_fraction"":0.15,""num_boost_round"":100,""ranking"":{""bagging_fraction"":0.8,""bagging_freq"":1,""bagging_seed"":42,""data_random_seed"":42,""deterministic"":true,""feature_fraction"":0.8,""feature_fraction_seed"":42,""force_col_wise"":true,""label_gain"":[0,1,2,3,4,5,6,7,8,9],""lambdarank_norm"":true,""lambdarank_truncation_level"":500,""learning_rate"":0.05,""max_bin"":63,""metric"":""None"",""min_data_in_leaf"":1000,""num_leaves"":31,""num_threads"":4,""objective"":""lambdarank"",""seed"":42,""verbosity"":-1},""window_years"":4}",20180102-20211230,2022,42,0.10970897387483157,0.09729579635078645,1.1275818482361883,0.871900826446281,0.42984601855278015,0.29871779680252075,0.20227086803166017,0.4121561436469653,,,D:\codex\fintechathon2026\experiments\manifests\phase15_artifacts_4E918E8398A4.json,4E918E8398A4F448382CA7DA5C5AA2219CC16CF232422E3E821D136F72DEE925,"[""D:\\codex\\fintechathon2026\\models\\phase15_stability\\trailing_4y\\fold_2022\\ranker_raw_oof.parquet"",""D:\\codex\\fintechathon2026\\models\\phase15_stability\\trailing_4y\\fold_2022\\lambdarank_model.txt""]",window_stability_same_validation_no_test_data,37985A88A94F9B30A66E29FF8D7D1659FBB4E08A0BD3645AB44A1AA9F84D0456
p15_atr_4y_raw_v1,2026-09-10T16:52:05+08:00,fold,fold_2023,UNBORN,True,5E76AC53BB499A831AFBF99D002E1F0332FE4B816C6C42033DABAE02F8C788D8,D:\codex\fintechathon2026\experiments\manifests\source_5E76AC53BB49.json,D:\codex\fintechathon2026\experiments\configs\phase15_stability_16A86B038E9C.yaml,16A86B038E9C03CB59D9B9928A910E48FADF0C93E31C0300BC990AF6A8192093,model_view_v2_atr_rank,003E53AFEABCAF17B09384B8F15CBDA106D1A64E834E959D5B840598D78DC1E9,lightgbm_lambdarank_atr_trailing_4y_raw,"{""advanced_features"":[""atr_norm_14"",""atr_norm_28""],""alpha"":0.5,""exit_fraction"":0.15,""num_boost_round"":100,""ranking"":{""bagging_fraction"":0.8,""bagging_freq"":1,""bagging_seed"":42,""data_random_seed"":42,""deterministic"":true,""feature_fraction"":0.8,""feature_fraction_seed"":42,""force_col_wise"":true,""label_gain"":[0,1,2,3,4,5,6,7,8,9],""lambdarank_norm"":true,""lambdarank_truncation_level"":500,""learning_rate"":0.05,""max_bin"":63,""metric"":""None"",""min_data_in_leaf"":1000,""num_leaves"":31,""num_threads"":4,""objective"":""lambdarank"",""seed"":42,""verbosity"":-1},""window_years"":4}",20190102-20221229,2023,42,0.11008763998016118,0.10803769464129867,1.0189743528466488,0.8429752066115702,0.2812434434890747,0.3006666600704193,0.3816734317461575,0.3139060610050558,,,D:\codex\fintechathon2026\experiments\manifests\phase15_artifacts_4E918E8398A4.json,4E918E8398A4F448382CA7DA5C5AA2219CC16CF232422E3E821D136F72DEE925,"[""D:\\codex\\fintechathon2026\\models\\phase15_stability\\trailing_4y\\fold_2023\\ranker_raw_oof.parquet"",""D:\\codex\\fintechathon2026\\models\\phase15_stability\\trailing_4y\\fold_2023\\lambdarank_model.txt""]",window_stability_same_validation_no_test_data,0018723DE13B48F21744853234B37BFD078172B76945CAB80919E91D14E71360
p15_atr_4y_raw_v1,2026-09-10T16:52:05+08:00,fold,fold_2024,UNBORN,True,5E76AC53BB499A831AFBF99D002E1F0332FE4B816C6C42033DABAE02F8C788D8,D:\codex\fintechathon2026\experiments\manifests\source_5E76AC53BB49.json,D:\codex\fintechathon2026\experiments\configs\phase15_stability_16A86B038E9C.yaml,16A86B038E9C03CB59D9B9928A910E48FADF0C93E31C0300BC990AF6A8192093,model_view_v2_atr_rank,003E53AFEABCAF17B09384B8F15CBDA106D1A64E834E959D5B840598D78DC1E9,lightgbm_lambdarank_atr_trailing_4y_raw,"{""advanced_features"":[""atr_norm_14"",""atr_norm_28""],""alpha"":0.5,""exit_fraction"":0.15,""num_boost_round"":100,""ranking"":{""bagging_fraction"":0.8,""bagging_freq"":1,""bagging_seed"":42,""data_random_seed"":42,""deterministic"":true,""feature_fraction"":0.8,""feature_fraction_seed"":42,""force_col_wise"":true,""label_gain"":[0,1,2,3,4,5,6,7,8,9],""lambdarank_norm"":true,""lambdarank_truncation_level"":500,""learning_rate"":0.05,""max_bin"":63,""metric"":""None"",""min_data_in_leaf"":1000,""num_leaves"":31,""num_threads"":4,""objective"":""lambdarank"",""seed"":42,""verbosity"":-1},""window_years"":4}",20200102-20231228,2024,42,0.1042121084496688,0.13716159620616056,0.7597761423907092,0.7851239669421488,0.34914183616638184,0.33509719371795654,0.6809732926772943,0.24213541238705827,,,D:\codex\fintechathon2026\experiments\manifests\phase15_artifacts_4E918E8398A4.json,4E918E8398A4F448382CA7DA5C5AA2219CC16CF232422E3E821D136F72DEE925,"[""D:\\codex\\fintechathon2026\\models\\phase15_stability\\trailing_4y\\fold_2024\\ranker_raw_oof.parquet"",""D:\\codex\\fintechathon2026\\models\\phase15_stability\\trailing_4y\\fold_2024\\lambdarank_model.txt""]",window_stability_same_validation_no_test_data,D06528E3A2084A0622A50F595E75DAFDF20823FCC5DAA751E37C94B031018DE4
p15_atr_4y_raw_v1,2026-09-10T16:52:05+08:00,summary,all_equal_weight,UNBORN,True,5E76AC53BB499A831AFBF99D002E1F0332FE4B816C6C42033DABAE02F8C788D8,D:\codex\fintechathon2026\experiments\manifests\source_5E76AC53BB49.json,D:\codex\fintechathon2026\experiments\configs\phase15_stability_16A86B038E9C.yaml,16A86B038E9C03CB59D9B9928A910E48FADF0C93E31C0300BC990AF6A8192093,model_view_v2_atr_rank,003E53AFEABCAF17B09384B8F15CBDA106D1A64E834E959D5B840598D78DC1E9,lightgbm_lambdarank_atr_trailing_4y_raw,"{""advanced_features"":[""atr_norm_14"",""atr_norm_28""],""alpha"":0.5,""exit_fraction"":0.15,""num_boost_round"":100,""ranking"":{""bagging_fraction"":0.8,""bagging_freq"":1,""bagging_seed"":42,""data_random_seed"":42,""deterministic"":true,""feature_fraction"":0.8,""feature_fraction_seed"":42,""force_col_wise"":true,""label_gain"":[0,1,2,3,4,5,6,7,8,9],""lambdarank_norm"":true,""lambdarank_truncation_level"":500,""learning_rate"":0.05,""max_bin"":63,""metric"":""None"",""min_data_in_leaf"":1000,""num_leaves"":31,""num_threads"":4,""objective"":""lambdarank"",""seed"":42,""verbosity"":-1},""window_years"":4}",trailing_4y,2022|2023|2024,42,0.10800290743488718,0.11416502906608189,0.9687774478245155,0.8333333333333334,0.3534104327360789,0.3114938835302989,0.42163919748503736,0.32273253901302645,0.08535333795498143,0.24213541238705827,D:\codex\fintechathon2026\experiments\manifests\phase15_artifacts_4E918E8398A4.json,4E918E8398A4F448382CA7DA5C5AA2219CC16CF232422E3E821D136F72DEE925,"[""D:\\codex\\fintechathon2026\\models\\phase15_stability\\trailing_4y"",""D:\\codex\\fintechathon2026\\reports\\tables\\phase15_window_comparison.csv""]",equal_weight_fold_summary_no_test_data,710CC00971D7B9762C6BD4D4CDE365B489228166D10408EF40F67EEE85D8A7EC
